Polytechnic,Year,School,Course_name,Course_code,Course_description,reference,elr2b2_type,elr2b2,planned_intake
NYP,2019,SCHOOL OF ENGINEERING,AEROSPACE / ELECTRICAL / ELECTRONICS PROGRAMME,C39,,https://www.nyp.edu.sg/schools/seg.html,,16 to 21,68
NYP,2019,SCHOOL OF ENGINEERING,AEROSPACE / MECHATRONICS PROGRAMME,C40,,https://www.nyp.edu.sg/schools/seg.html,,12 to 26,118
NYP,2019,SCHOOL OF ENGINEERING,DIPLOMA IN ENGINEERING WITH BUSINESS,C41,,https://www.nyp.edu.sg/schools/seg.html,,9 to 18,66
NYP,2019,SCHOOL OF ENGINEERING,COMMON ENGINEERING PROGRAMME,C42,,https://www.nyp.edu.sg/schools/seg.html,,11 to 26,303
NYP,2019,SCHOOL OF INFORMATION TECHNOLOGY,DIPLOMA IN BUSINESS INTELLIGENCE & ANALYTICS,C43,,https://www.nyp.edu.sg/schools/sit.html,,8 to 16,38
NYP,2019,SCHOOL OF CHEMICAL & LIFE SCIENCES,DIPLOMA IN MEDICINAL CHEMISTRY,C45,,https://www.nyp.edu.sg/schools/scl.html,,3 to 11,46
NYP,2019,SCHOOL OF BUSINESS MANAGEMENT,DIPLOMA IN FOOD & BEVERAGE BUSINESS,C46,,https://www.nyp.edu.sg/schools/sbm.html,,4 to 16,71
NYP,2019,SCHOOL OF HEALTH & SOCIAL SCIENCES,DIPLOMA IN SOCIAL SCIENCES (SOCIAL WORK),C47,,https://www.nyp.edu.sg/schools/shss.html,,6 to 10,52
NYP,2019,SCHOOL OF ENGINEERING,DIPLOMA IN ELECTRICAL ENGINEERING WITH ECO-DESIGN,C48,,https://www.nyp.edu.sg/schools/seg.html,,15 to 26,64
NYP,2019,SCHOOL OF CHEMICAL & LIFE SCIENCES,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,C49,,https://www.nyp.edu.sg/schools/scl.html,,8 to 13,46
NYP,2019,SCHOOL OF ENGINEERING,DIPLOMA IN NANOTECHNOLOGY & MATERIALS SCIENCE,C50,,https://www.nyp.edu.sg/schools/seg.html,,5 to 17,44
NYP,2019,SCHOOL OF ENGINEERING,DIPLOMA IN AERONAUTICAL & AEROSPACE TECHNOLOGY,C51,,https://www.nyp.edu.sg/schools/seg.html,,6 to 15,44
NYP,2019,SCHOOL OF ENGINEERING,DIPLOMA IN AEROSPACE SYSTEMS & MANAGEMENT,C52,,https://www.nyp.edu.sg/schools/seg.html,,10 to 16,44
NYP,2019,SCHOOL OF INFORMATION TECHNOLOGY,DIPLOMA IN CYBER SECURITY & FORENSICS,C54,,https://www.nyp.edu.sg/schools/sit.html,,4 to 7,60
NYP,2019,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,DIPLOMA IN DIGITAL VISUAL EFFECTS,C57,,https://www.nyp.edu.sg/schools/sidm.html,,5 to 16,40
NYP,2019,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,DIPLOMA IN INTERACTION DESIGN,C59,,https://www.nyp.edu.sg/schools/sidm.html,,15 to 19,57
NYP,2019,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,DIPLOMA IN DIGITAL GAME ART & DESIGN,C60,,https://www.nyp.edu.sg/schools/sidm.html,,7 to 14,74
NYP,2019,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,DIPLOMA IN ANIMATION,C61,,https://www.nyp.edu.sg/schools/sidm.html,,6 to 12,85
NYP,2019,SCHOOL OF ENGINEERING,DIPLOMA IN DIGITAL & PRECISION ENGINEERING,C62,,https://www.nyp.edu.sg/schools/seg.html,,14 to 23,66
NYP,2019,SCHOOL OF DESIGN,DIPLOMA IN VISUAL COMMUNICATION,C63,,https://www.nyp.edu.sg/schools/sdn.html,,4 to 11,75
NYP,2019,SCHOOL OF DESIGN,DIPLOMA IN SPATIAL DESIGN,C64,,https://www.nyp.edu.sg/schools/sdn.html,,7 to 17,69
NYP,2019,SCHOOL OF CHEMICAL & LIFE SCIENCES,DIPLOMA IN PHARMACEUTICAL SCIENCES,C65,,https://www.nyp.edu.sg/schools/scl.html,, 8 to 14,80
NYP,2019,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,DIPLOMA IN MOTION GRAPHICS & BROADCAST DESIGN,C66,,https://www.nyp.edu.sg/schools/sidm.html,,7 to 13,49
NYP,2019,SCHOOL OF BUSINESS MANAGEMENT,DIPLOMA IN HOSPITALITY & TOURISM MANAGEMENT,C67,,https://www.nyp.edu.sg/schools/sbm.html,,5 to 14,56
NYP,2019,SCHOOL OF CHEMICAL & LIFE SCIENCES,DIPLOMA IN FOOD SCIENCE & NUTRITION,C69,,https://www.nyp.edu.sg/schools/scl.html,,11 to 14,47
NYP,2019,SCHOOL OF INTERACTIVE & DIGITAL MEDIA,DIPLOMA IN GAME DEVELOPMENT & TECHNOLOGY,C70,,https://www.nyp.edu.sg/schools/sidm.html,,8 to 12,85
NYP,2019,SCHOOL OF ENGINEERING,DIPLOMA IN BIOMEDICAL ENGINEERING,C71,,https://www.nyp.edu.sg/schools/seg.html,,10 to 15,44
NYP,2019,SCHOOL OF HEALTH & SOCIAL SCIENCES,DIPLOMA IN DENTAL HYGIENE & THERAPY,C72,,https://www.nyp.edu.sg/schools/shss.html,,6 to 10,24
NYP,2019,SCHOOL OF CHEMICAL & LIFE SCIENCES,DIPLOMA IN CHEMICAL & PHARMACEUTICAL TECHNOLOGY,C73,,https://www.nyp.edu.sg/schools/scl.html,,13 to 26,121
NYP,2019,SCHOOL OF CHEMICAL & LIFE SCIENCES,DIPLOMA IN MOLECULAR BIOTECHNOLOGY,C74,,https://www.nyp.edu.sg/schools/scl.html,,9 to 18 ,45
NYP,2019,SCHOOL OF ENGINEERING,DIPLOMA IN MULTIMEDIA & INFOCOMM TECHNOLOGY,C75,,https://www.nyp.edu.sg/schools/seg.html,,9 to 16,190
NYP,2019,SCHOOL OF INFORMATION TECHNOLOGY,DIPLOMA IN ENGINEERING INFORMATICS,C80,,https://www.nyp.edu.sg/schools/sit.html,,7 to 19,65
NYP,2019,SCHOOL OF BUSINESS MANAGEMENT,DIPLOMA IN SPORT & WELLNESS MANAGEMENT,C81,,https://www.nyp.edu.sg/schools/sbm.html,,6 to 16,53
NYP,2019,SCHOOL OF DESIGN,DIPLOMA IN INDUSTRIAL DESIGN,C83,,https://www.nyp.edu.sg/schools/sdn.html,,10 to 26,52
NYP,2019,SCHOOL OF INFORMATION TECHNOLOGY,DIPLOMA IN INFORMATION TECHNOLOGY,C85,,https://www.nyp.edu.sg/schools/sit.html,,15 to 23,97
NYP,2019,SCHOOL OF ENGINEERING,DIPLOMA IN MECHATRONICS ENGINEERING,C87,,https://www.nyp.edu.sg/schools/seg.html,,4 to 13,67
NYP,2019,SCHOOL OF ENGINEERING,"DIPLOMA IN ELECTRONICS, COMPUTER & COMMUNICATIONS ENGINEERING",C89,,https://www.nyp.edu.sg/schools/seg.html,,6 to 16,88
NYP,2019,SCHOOL OF BUSINESS MANAGEMENT,DIPLOMA IN MASS MEDIA MANAGEMENT,C93,,https://www.nyp.edu.sg/schools/sbm.html,,3 to 14,56
NYP,2019,SCHOOL OF BUSINESS MANAGEMENT,DIPLOMA IN BUSINESS MANAGEMENT,C94,,https://www.nyp.edu.sg/schools/sbm.html,,5 to 28 ,251
NYP,2019,SCHOOL OF BUSINESS MANAGEMENT,DIPLOMA IN BANKING & FINANCE,C96,,https://www.nyp.edu.sg/schools/sbm.html,,6 to 12,70
NYP,2019,SCHOOL OF HEALTH & SOCIAL SCIENCES,DIPLOMA IN NURSING,C97,,https://www.nyp.edu.sg/schools/shss.html,,9 to 17,810
NYP,2019,SCHOOL OF BUSINESS MANAGEMENT,DIPLOMA IN ACCOUNTANCY & FINANCE,C98,,https://www.nyp.edu.sg/schools/sbm.html,,9 to 19,72
NYP,2019,SCHOOL OF BUSINESS MANAGEMENT,DIPLOMA IN MARKETING,C99,,https://www.nyp.edu.sg/schools/sbm.html,,5 to 17,50
RP,2019,School of InfoComm,Diploma in Information Technology,R12,,https://www.rp.edu.sg/SOI/full-time-diplomas/Details/diploma-in-information-technology,,,
RP,2019,School of InfoComm,Diploma in Business Information Systems,R13,,https://www.rp.edu.sg/SOI/full-time-diplomas/Details/diploma-in-business-information-systems,,,
RP,2019,School of Applied Science,Diploma in Biomedical Science,R14,,https://www.rp.edu.sg/SAS/full-time-diplomas/Details/diploma-in-biomedical-science,,,
RP,2019,School of Applied Science,Diploma in Biotechnology,R16,,https://www.rp.edu.sg/SAS/full-time-diplomas/Details/diploma-in-biotechnology,,,
RP,2019,School of Applied Science,Diploma in Materials Science,R17,,https://www.rp.edu.sg/SAS/full-time-diplomas/Details/diploma-in-materials-science,,,
RP,2019,School of InfoComm,Diploma in Financial Technology,R18,,https://www.rp.edu.sg/SOI/full-time-diplomas/Details/diploma-in-financial-technology,,,
RP,2019,School of Technology for the Arts,Diploma in Media Production & Design,R19,,https://www.rp.edu.sg/STA/full-time-diplomas/Details/diploma-in-media-production-and-design,,,
RP,2019,School of Engineering,Diploma in Supply Chain Management,R21,,https://www.rp.edu.sg/SEG/full-time-diplomas/Details/diploma-in-supply-chain-management,,,
RP,2019,School of Applied Science,Diploma in Pharmaceutical Science,R22,,https://www.rp.edu.sg/SAS/full-time-diplomas/Details/diploma-in-pharmaceutical-science,,,
RP,2019,School of Technology for the Arts,Diploma in Sonic Arts,R24,,https://www.rp.edu.sg/STA/full-time-diplomas/Details/diploma-in-sonic-arts,,,
RP,2019,School of Technology for the Arts,Diploma in Arts & Theatre Management,R25,,https://www.rp.edu.sg/STA/full-time-diplomas/Details/diploma-in-arts-and-theatre-management,,,
RP,2019,"School of Sports, Health and Leisure",Diploma in Sport & Exercise Science,R26,,https://www.rp.edu.sg/Shl/full-time-diplomas/Details/diploma-in-sport-and-exercise-science,,,
RP,2019,School of Hospitality,Diploma in Integrated Events Management,R28,,https://www.rp.edu.sg/Soh/full-time-diplomas/Details/diploma-in-integrated-events-management,,,
RP,2019,School of Applied Science,Diploma in Environmental Science,R29,,https://www.rp.edu.sg/SAS/full-time-diplomas/Details/diploma-in-environmental-science,,,
RP,2019,School of Management and Communication,Diploma in Mass Communication,R32,,https://www.rp.edu.sg/SMC/full-time-diplomas/Details/diploma-in-mass-communication,,,
RP,2019,"School of Sports, Health and Leisure",Diploma in Outdoor & Adventure Learning,R33,,https://www.rp.edu.sg/Shl/full-time-diplomas/Details/diploma-in-outdoor-and-adventure-learning,,,
RP,2019,School of Hospitality,Diploma in Customer Experience Management with Business,R34,,https://www.rp.edu.sg/SOH/full-time-diplomas/Details/diploma-in-customer-experience-management-with-business,,,
RP,2019,School of Technology for the Arts,Diploma in Game Design,R35,,https://www.rp.edu.sg/STA/full-time-diplomas/Details/diploma-in-game-design,,,
RP,2019,School of Technology for the Arts,Diploma in Design for User Experience,R36,,https://www.rp.edu.sg/STA/full-time-diplomas/Details/diploma-in-design-for-user-experience,,,
RP,2019,School of Hospitality,Diploma in Hotel & Hospitality Management,R37,,https://www.rp.edu.sg/Soh/full-time-diplomas/Details/diploma-in-hotel-and-hospitality-management,,,
RP,2019,School of Engineering,Diploma in Aviation Management,R39,,https://www.rp.edu.sg/SEG/full-time-diplomas/Details/diploma-in-aviation-management,,,
RP,2019,School of Engineering,Diploma in Aerospace Engineering,R40,,https://www.rp.edu.sg/SEG/full-time-diplomas/Details/diploma-in-aerospace-engineering,,,
RP,2019,School of Engineering,Diploma in Green Building Energy Management,R41,,https://www.rp.edu.sg/SEG/full-time-diplomas/Details/diploma-in-green-building-energy-management,,,
RP,2019,School of Engineering,Common Engineering Programme,R42,,https://www.rp.edu.sg/SEG/full-time-diplomas/Details/common-engineering-programme,,,
RP,2019,"School of Sports, Health and Leisure",Diploma in Health Management & Promotion,R43,,https://www.rp.edu.sg/Shl/full-time-diplomas/Details/diploma-in-health-management-and-promotion,,,
RP,2019,School of Hospitality,Diploma in Wellness & Hospitality Business,R44,,https://www.rp.edu.sg/Soh/full-time-diplomas/Details/diploma-in-wellness-and-hospitality-business,,,
RP,2019,"School of Sports, Health and Leisure",Diploma in Health Services Management,R45,,https://www.rp.edu.sg/Shl/full-time-diplomas/Details/diploma-in-health-services-management,,,
RP,2019,School of Hospitality,Diploma in Restaurant & Culinary Operations,R46,,https://www.rp.edu.sg/soh/full-time-diplomas/Details/diploma-in-restaurant-and-culinary-operations,,,
RP,2019,School of InfoComm,Diploma in Digital Design & Development,R47,,https://www.rp.edu.sg/SOI/full-time-diplomas/Details/diploma-in-digital-design-and-development,,,
RP,2019,School of Management and Communication,Diploma in Consumer Behaviour & Research,R48,,https://www.rp.edu.sg/SMC/full-time-diplomas/Details/diploma-in-consumer-behaviour-and-research,,,
RP,2019,"School of Sports, Health and Leisure",Diploma in Sport Coaching,R49,,https://www.rp.edu.sg/Shl/full-time-diplomas/Details/diploma-in-sport-coaching,,,
RP,2019,School of Engineering,Diploma in Electrical & Electronic Engineering,R50,,https://www.rp.edu.sg/SEG/full-time-diplomas/Details/diploma-in-electrical-and-electronic-engineering,,,
RP,2019,School of Management and Communication,Diploma in Human Resource Management with Psychology,R52,,https://www.rp.edu.sg/SMC/full-time-diplomas/Details/diploma-in-human-resource-management-with-psychology,,,
RP,2019,School of Applied Science,Diploma in Marine Science & Aquaculture,R53,,https://www.rp.edu.sg/SAS/full-time-diplomas/Details/diploma-in-marine-science-and-aquaculture,,,
RP,2019,School of Engineering,Diploma in Engineering Systems & Management,R54,,https://www.rp.edu.sg/SEG/full-time-diplomas/Details/diploma-in-engineering-systems-and-management,,,
RP,2019,School of InfoComm,Diploma in Infocomm Security Management,R55,,https://www.rp.edu.sg/SOI/full-time-diplomas/Details/diploma-in-infocomm-security-management,,,
RP,2019,School of Engineering,Diploma in Engineering Design with Business,R56,,https://www.rp.edu.sg/SEG/full-time-diplomas/Details/diploma-in-engineering-design-with-business,,,
RP,2019,School of Management and Communication,Common Business Programme,R57,,https://www.rp.edu.sg/SMC/full-time-diplomas/Details/common-business-programme,,,
RP,2019,School of Applied Science,Common Science Programme,R59,,https://www.rp.edu.sg/SAS/full-time-diplomas/Details/common-science-programme,,,
RP,2019,School of Management and Communication,Diploma in Business,R60,,https://www.rp.edu.sg/smc/full-time-diplomas/details/diploma-in-business,,,
TP,2020,School of Humanities & Social Sciences,Diploma in Early Childhood Development & Education,T68,"Get ready to be a part of Singapore’s next generation of early childhood educators. Conducted by the National Institute of Early Childhood Development (NIEC), in collaboration with Temasek Polytechnic at the NIEC (TP) Campus, this course will equip you with the necessary skills and knowledge to excel as an early childhood educator. You’ll gain insight into the complexities of child development while mastering the art of curriculum planning. You’ll also learn how to implement your skills in early childhood settings such as preschools. A practice-oriented approach to learning will see you pick up real-time industry experience as you conduct lessons side-by-side trained early childhood professionals. Graduate with the Diploma in Early Childhood Development & Education (ECDE) in the Visual Arts Track when you choose relevant electives^ in your final year. With your diploma recognised by the Early Childhood Development Agency (ECDA), you’ll be all set to enter the workforce upon your graduation.^ Subject to prevailing terms and conditions",https://www.tp.edu.sg/schools/hss/early-childhood-development-and-education,,,
TP,2020,School of Business,Diploma in Marketing,T67,"The course provides students with a strong foundation in business and key competencies in marketing analytics, consumer insights & integrated marketing communications. Students will have the opportunity to specialise in either Branding & Digital Marketing or E-commerce & Retail Marketing.",http://www.tp.edu.sg/schools/bus/marketing,,,
TP,2020,School of Engineering,Diploma in Mechatronics,T66,"This course begins with a solid foundation in fundamental engineering knowledge and skills, which will then expand into core competency area such as automation, robotics, mechatronics design, programmable logic controllers, electromechanical, pneumatics, vision systems, computer numerical control, sensors integration, microcontroller programming and control engineering. The aims of this course are to produce competent and conscientious Mechatronics technologists who will be able to meet the demands of the industries, and have the ability to acquire knowledge and skills relevant to their profession.",http://www.tp.edu.sg/schools/eng/mechatronics,,,
TP,2020,School of Engineering,Diploma in Electronics,T65,"The course trains young professionals to support continuing growth in the important electronics industry as well as the wide application of electronics across various other industries. It is a structured diploma course that provides broad-based training with specialised electives, covering areas such as analogue and digital applications, software, embedded system control and data analytics to address the growing needs of the industry. With the emergence of industry 4.0 and technologies such as smart systems, robotics, automation, artificial intelligence and the Internet of Things (IoT) in applications related to not only manufacturing but also fields such as aerospace and healthcare, this course will groom professionals who can offer the multi-disciplinary solutions that will be required in today’s new economy.",http://www.tp.edu.sg/schools/eng/electronics,,,
TP,2020,School of Applied Science,Diploma in Medical Biotechnology,T64,"This diploma trains you to play a part in medical doctors’ diagnoses through performing a range of laboratory tests to help identify diseases, and in the research and development that leads to new biological discoveries for improving healthcare and our everyday lives. This course provides detailed knowledge of key concepts in cell technology, molecular analysis, microbiology technology, biochemical analysis, clinical diagnostics, and how these approaches are applied in areas relevant to medical applications such as restoring functions of tissues or organs that are injured or diseased, using stem cells to treat diseases, developing customised treatment to individual patient, performing tests to assist medical doctors’ diagnosis, etc. Not only does this course equip you with broad theoretical knowledge and critical understanding of principles in biotechnology and clinical diagnostics, it also helps you to gain the practical skills required to underpin a career within a research or clinical environment. You will also be exposed to new emerging technologies, such as stem cell therapy, point-of-care diagnostic testing, and personalised medicine research that would transform medicine and revolutionise the healthcare system.",http://www.tp.edu.sg/schools/asc/medical-biotechnology,,,
TP,2020,School of Informatics & IT,Common ICT Programme,T63,The Common ICT Programme provides you with the time you need to learn more about IT fundamentals and the various ICT courses TP offers.The strong foundation you will gain in your first year is also the experience you can tap on to make an informed decision on the path you wish to pursue.,https://www.tp.edu.sg/schools/iit/common-ict-programme,,,
TP,2020,School of Informatics & IT,Diploma in Cybersecurity & Digital Forensics,T62,"The Diploma in Cybersecurity & Digital Forensics trains students with skills to meet the huge demand in industry for cybersecurity and digital forensics professionals in a wide range of business and organisations. With the acute manpower shortages in the cybersecurity workforce, organisations expect their security staff to possess not just the traditional cybersecurity skills, but also incident response and forensic investigation skills.",https://www.tp.edu.sg/schools/iit/cybersecurity-and-digital-forensics,,,
TP,2020,School of Informatics & IT,Diploma in Big Data & Analytics,T60,"This Diploma will help you harness the real power of data analytics and turn you into the go-to person organisations consult to unlock their true potential. With Singapore’s emergence as an international Data and Analytics hub, you will be in the best position to land a rewarding career as a big data professional. ",https://www.tp.edu.sg/schools/iit/big-data-and-analytics,,,
TP,2020,School of Design,Diploma in Communication Design,T59,"The Diploma in Communication Design grooms design professionals who can design and communicate creatively and effectively in the areas of advertising, graphic design, image-making and digital design.The curriculum encompasses design studies in and beyond the area of communication design. Through the rigor of a practice-based curriculum developed with feedback from the creative community, students are constantly challenged to develop strong skills in creative and conceptual thinking, multi-disciplinary capability and technological competency. Essential skills covered include creative ideation, print and publication, digital skills and professional practice. Students are trained in all aspects of graphic design while specialising in one of three specialisations; namely: Branding Design, Image Design and Integrated Communication.",https://www.tp.edu.sg/schools/des/communication-design,,,
TP,2020,School of Informatics & IT,Diploma in Game Design & Development,T58,"The course meets industry demands for professionals with the skills to develop games that would be used in industry for training, teaching, simulations and leisure. The course equips students with foundation skills in computer science, as well as the fundamental skills of game design and game development. The course takes a student-centred approach that encourages students to explore existing and new technologies in depth, and to translate what they learn into the social, workplace, and national contexts. In addition to understanding current technology, the pace of digital game development requires students to be able to learn new skills quickly and independently.",http://www.tp.edu.sg/schools/iit/game-design-and-development-t58,,,
TP,2020,School of Engineering,Common Engineering Programme,T56,The Common Engineering Programme is a common entry point for eight engineering diploma courses at School of Engineering in Temasek Polytechnic. Students select the diploma of your choice during their first year.,http://www.tp.edu.sg/schools/eng/common-engineering-programme,,,
TP,2020,School of Humanities & Social Sciences,Diploma in Social Sciences in Gerontology,T53,"People are living longer these days, and the challenge for our seniors is to stay healthy, engaged and active. This also means that employers need staff with in-depth understanding of ageing to support the demands and aspirations of this sector.You can play a crucial role in helping seniors achieve active ageing by coming up with exciting programmes, initiatives and services to assist their physical, cognitive and socio-emotional well-being.",https://www.tp.edu.sg/schools/hss/social-sciences-in-gerontology,,,
TP,2020,School of Engineering,Diploma in Clean Energy,T52,"With worldwide concerns on the huge impacts of climate change, the adoption of modern technological solutions in sustainable city development has become extremely urgent today. This course aims to equip the students with industry relevant skills in the modern electrification, automation and data analytics. Our graduates will be able to work competently in dynamic sectors related to urban sustainability such as modern electricity, green transportation, smart infrastructure and advanced manufacturing.",http://www.tp.edu.sg/schools/eng/clean-energy,,,
TP,2020,School of Engineering,Diploma in Aerospace Engineering,T51,"The desired outcomes of this course are that gradates should be able to 1. Understand legislation and human factors in the aviation industry, 2. Demonstrate knowledge and skills relevant to common aircraft maintenance, repair and overhaul (MRO) practices and procedures, 3. Demonstrate knowledge and skills required in the MRO of aircraft engine and airframe, 4. Understand and apply fundamental electrical, electronics and mathematics knowledge and skills in basic avionics system, 5. Understand basic aircraft aerodynamics principles, 6. Demonstrate such lifelong skills as problem solving, effective communication skills, team and independent work skills, and adaptability to changing technologies, and 7. Demonstrate positive attitudes such as a desire for continuous upgrading of knowledge and skills, initiative, integrity, and responsibility.",https://www.tp.edu.sg/schools/eng/aerospace-engineering,,,
TP,2020,School of Engineering,Diploma in Aerospace Electronics,T50,"The desired outcomes of the course are that graduates should be able to:1.         Understand aviation legislations, human factors and their impacts on the aviation industry. 2.         Demonstrate knowledge and practical skills relevant to common aircraft maintenance, repair and overhaul (MRO) practices and procedures. 3.         Demonstrate knowledge and skills in relation to the operation of aircraft electrical and avionic systems.4.         Understand and apply fundamental Electrical, Electronics and Mathematics knowledge and skills in avionic systems.5.         Understand basic aircraft aerodynamic principles and its applications in the operation of an aircraft.6.         Demonstrate lifelong skills such as problem solving, effective communication skills, team and independent work skills, and adaptability to changing technologies.7.         Demonstrate positive attitudes such as a desire for continuous upgrading of knowledge and skills, initiative, integrity, and responsibility.",http://www.tp.edu.sg/schools/eng/aerospace-electronics,,,
TP,2020,School of Humanities & Social Sciences,Diploma in Psychology Studies,T48,"This course gives you the perfect platform to delve deep into the human mind and discover what makes people tick. A broad foundation in the study of human behaviour and mental processes will see you learn more about how individuals think, communicate and interact with one another. With a strong focus on people, your curriculum will prepare you for a rewarding career in the social service and special needs education sectors, where psychology concepts are applied to better the lives of many. Flexibility to select electives in your areas of personal interest will also ensure your core skillset is well supplemented when you enter the workforce.",http://www.tp.edu.sg/schools/hss/psychology-studies,,,
TP,2020,School of Applied Science,Diploma in Veterinary Technology,T45,"Achieve your life-long dream of working with animals! This course focuses on establishing a solid foundation in the basic and applied animal sciences, with a strong emphasis on skills-based and hands-on training that will equip you well to work in the veterinary, aquaculture, wildlife conservation and scientific research industries. As the only polytechnic with a licensed animal clinic and the Centre for Aquaculture and Veterinary Science (CAVS), there will be ample opportunities for you to assist in actual procedures in the TP Animal and Wellness Clinic or participate in research projects at CAVS. With our extensive network of industrial training partners and authentic pre-internship on-the-job training at animal hospitals and clinics, this course encourages you to relate academic learning to the relevant work environment and stay abreast with emerging veterinary skills. Choose to hone industry-recognised skills in veterinary practice and research or aquaculture through our final year elective subjects, and get a headstart in your career through our intensive six-month internship programme in relevant animal- or aquaculture-related industries, both locally or overseas.",https://www.tp.edu.sg/schools/asc/veterinary-technology,,,
TP,2020,School of Engineering,Diploma in Business Process & Systems Engineering,T43,"The diploma aims to equip graduates with the knowledge and skills to support the manufacturing and service industries.The program is designed to prepare our students for diverse careers, from opportunities in systems engineering to opportunities in manufacturing, logistics and service oriented industries.",http://www.tp.edu.sg/schools/eng/business-process-and-systems-engineering,,,
TP,2020,School of Business,Diploma in Communications & Media Management,T40,"The course aims to equip students with key skills demanded by the media and media-related industry such as digital content creation and management, journalism and media production. The curriculum incorporates business elements for students to gain holistic insights into media sector business and operations.",http://www.tp.edu.sg/schools/bus/communications-and-media-management,,,
TP,2020,School of Engineering,Diploma in Biomedical Engineering,T38,"The course curriculum was designed and developed to meet the needs of the industry and to be aligned with TP Desired Graduate Profile.The diploma aims to equip graduates with the knowledge and skills to support the biomedical sciences industry in Singapore.The 3-year program is designed to prepare our students for diverse careers, from opportunities in biomedical sciences to opportunities in electronics industries.",http://www.tp.edu.sg/schools/eng/biomedical-engineering,,,
TP,2020,School of Design,Diploma in Product & Industrial Design,T35,"The ability to blend ideation, technology and craftsmanship is a 21st century skill that is very much valued by industry today. The Diploma in Product & Industrial Design's project-driven curriculum places strong emphasis on creating better products and experiences through human-centred design. Underpinning the technical and creative skillsets provided by the course is a strong synergistic partnership with industry. Through many 'live' industry projects with actual clients and real briefs, students are exposed to current industry trends and practices. The TP Product & Industrial Design graduate is highly sought-after by startups and established firms in space-making, consumer electronics, communication, fashion, technology and even in non-traditional sectors such as banks, government agencies and hospitals.",https://www.tp.edu.sg/schools/des/product-and-industrial-design,,,
TP,2020,School of Applied Science,Diploma in Chemical Engineering,T33,"Oil refinery giants, major manufacturers of petrochemicals and specialty chemicals, semiconductor industry and pharmaceutical giants all have a strong presence in Singapore. These companies, rooted in such diverse fields, have one thing in common — they rely on chemical engineers in all aspects of their operations. Chemical engineers are involved in the manufacture of products such as fuel, petrochemicals, cosmetics, plastics, microelectronic chips, processed foods and medicine so that we can enjoy and reap the benefits of scientific discoveries. They hold crucial responsibilities in the process industry such as running plant operations, designing reactors and process equipment, improving efficiency as well as looking into the safety and environmental aspects of processes. This course will equip you with skills and knowledge in chemical process technology, environmental technology and occupational safety and health, so that you will be able operate and optimise manufacturing systems that produces the various products that we use in our daily lives. Moreover, you will be trained in analytical chemistry and laboratory techniques so that you will be well trained to do research and testing for the Chemical and Pharmaceutical Industry. You will have opportunities for local or overseas internships at MNCs and reputable institutions.",http://www.tp.edu.sg/schools/asc/chemical-engineering,,,
TP,2020,School of Informatics & IT,Diploma in Information Technology,T30,"This course helps meet the demand in industry for strong software developers. It emphasises broad-based training with opportunities to develop deep skills through the projects that students undertake. The course encourages students to explore existing and new technologies in depth, and to translate what they learn into the social, workplace, and national contexts. In addition to understanding current technology, the pace of IT development requires students to be able to learn new skills quickly and independently. Besides providing a strong computer science foundation, up-to-date topics in software engineering, object-oriented analysis and design, web-based and enterprise application development, software system security, software testing, communication skills and team work are incorporated into the curriculum to provide students the depth and breadth of knowledge and skills required of IT professionals.",http://www.tp.edu.sg/schools/iit/information-technology,,,
TP,2020,School of Engineering,Diploma in Green Building & Sustainability,T29,"The course will equip students with the fundamental building services knowledge and practical skills to meet the needs of the emerging green building industry locally and globally. The rigorous academic training, conducted by highly qualified professionals such as architects, engineers, project managers and facility managers, will groom competent and industry-ready graduates who will be able to make a mark in the built environment sector, particularly in the areas of Green Building Assessment, Simulation and Modelling as well as Energy Management and Audit.",http://www.tp.edu.sg/schools/eng/green-building-and-sustainability,,,
TP,2020,School of Engineering,Diploma in Integrated Facility Management,T28,"The course team has designed and developed the course curriculum with a balance of industry needs and alignment with the TP Desired Graduate Profile and the International Facility Management Association (IFMA) competencies. This Diploma focuses on bringing students into the multi-disciplinary FM profession by equipping them with Technical and Management Skills to integrate people, place and process in a built environment.In October 2010, the Diploma became the first Diploma in the world to be awarded the International Facility Management Association (IFMA) Foundation Accredited Degree Program – a testimonial of the high standard of our diploma program. The objective is therefore to train a group of Para-professionals who will meet the needs of the Facility Management industry, and who in turn would have a good head start if they were to pursue the certification of an FM Professional, mapping them against the eleven competencies defined by IFMA.",http://www.tp.edu.sg/schools/eng/integrated-facility-management,,,
